"responseid","need_open","need_obs","need_exp","need_sim","need_deriv","need_oth","need_othresp","use_nwstdy","use_calb","use_bnchmrk","use_vrfctn","use_inpt","use_idea","use_tch","use_nwprj","use_nwmth","use_trnds","use_cmprsn","use_smvs","use_intgrtn","use_oth","use_othresp","need_othdisc","find_othdisc","find_whoself","find_whograd","find_whosuppt","find_whonetwk","find_whooth","find_whoothresp","source_multrepos","source_discrepos","source_gov","source_netwk","source_lit","source_coderep","source_srcheng","source_profassc","source_datsrcheng","source_commrc","source_suppt","source_open","strategy_goal","strategy_serend","strategy_cit","strategy_extrct","strategy_oth","strategy_othresp","succs_srcheng","find_actonln","find_serendsrch","find_serendpas","find_share","find_netwk","find_creatr","find_collab","find_conf","find_list","accss_netwk","accss_creatr","accss_collab","accss_conf","accss_list","eval_netwk","eval_creatr","eval_collab","eval_conf","eval_list","find_litdat","find_litdatopen","find_ease","find_chalaccs","find_chalskill","find_chaldistrb","find_chaldigtl","find_chaltools","find_chalnetwk","find_chaloth","find_chalothresp","eval_infmeth","eval_infprov","eval_infrepcreatr","eval_infrelcreatr","eval_infrepsource","eval_infmeta","eval_infsize","eval_inffrmt","eval_inflic","eval_infcovg","eval_infpurps","eval_infaccs","eval_inftopic","eval_infopen","eval_stratart","eval_stratdoc","eval_stratcreatr","eval_stratnetwk","eval_strateda","eval_stratopen","eval_trstuse","eval_trstsource","eval_trstrepcreatr","eval_trstmeth","eval_trsterr","eval_trstaccs","eval_trstrelcrtr","eval_trstopen","eval_qualerr","eval_qualeda","eval_qualsize","eval_qualcomplt","eval_qualsource","eval_qualresltn","eval_qualrepcreatr","eval_qualprep","eval_qualcnsistnt","eval_qualopen","disc_agricul","disc_artshuman","disc_astronom","disc_biochem","disc_biological","disc_busin","disc_chemeng","disc_chem","disc_compsci","disc_decisionsci","disc_dentist","disc_earthplanet","disc_econ","disc_energy","disc_engtech","disc_environ","disc_healthprof","disc_immun","disc_matlsci","disc_math","disc_med","disc_multi","disc_neuro","disc_nurs","disc_pharma","disc_physics","disc_psych","disc_socsci","disc_vet","disc_infosci","disc_other","disc_othresp","dem_role","dem_roleoth","dem_exprnce","dem_country","dem_org","dem_orgoth","dem_sharself","dem_shargrp","dem_shardisc","dem_sharorg","dem_reuseself","dem_reusegrp","dem_reusedisc","dem_reuseorg","dem_shared"
1734,"Either synthetic, artificial data generated according to a predefined distribution or real datasets obtained by experiments etc","Observational or empirical","Experimental","Simulation","Derived or compiled","0"," ","0","0","Benchmarking","0","Model, algorithm or system inputs","0","Teaching","0","Experiment with new methods or techniques","0","Compare multiple datasets to find patterns","0","0","0"," ","Yes","a colleague provided me with the data","I find it myself","Graduate student","0","Someone in personal network","0"," ","Occasionally","Often","Occasionally","Often","Often","Occasionally","Occasionally","Never","Never","Never","Never"," ","0","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Successful","Often","Occasionally","Occasionally","Never","Conversations with personal networks","0","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","0","Attending conferences","0","Sometimes","I try to find people potentially owning/using the data","Sometimes challenging","0","0","0","0","0","0","Other","sometimes it's difficult to understand what data are needed exactly for a specific study","Extremely important","Extremely important","Somewhat important","Not important","Somewhat important","Important","Somewhat important","Somewhat important","Extremely important","Extremely important","Less important","Extremely important","Extremely important"," ","Extremely important","Important","Important","Extremely important","Important"," ","Important","Important","Somewhat important","Important","Extremely important","Extremely important","Not important"," ","Extremely important","Somewhat important","Less important","Important","Somewhat important","Important","Less important","Somewhat important","Important"," ","0","0","0","0","0","0","0","0","Computer Sciences, IT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","Italy","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is strongly encouraged","No"
3621,"Genome sequence, previous results (NGS, statistics), formula,","Observational or empirical","Experimental","Simulation","0","0"," ","Basis for new study","Calibrate instruments or models","Benchmarking","Verify own data","Model, algorithm or system inputs","Generate new ideas","Teaching","Prepare for new project or proposal","Experiment with new methods or techniques","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Yes","Journals","I find it myself","Graduate student","0","Someone in personal network","0"," ","Often","Often","Often","Often","Often","Occasionally","Often","Often","Often","Often","Often"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Often","Occasionally","Occasionally","Conversations with personal networks","Contacting data creator","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","0","Sometimes"," ","Sometimes challenging","Data are not accessible","0","0","Data are not digital","Online tools are inadequate","Don't have necessary personal network","0"," ","Extremely important","Important","Important","Less important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important"," ","Extremely important","Extremely important","Important","Extremely important","Extremely important"," ","Important","Important","Important","Important","Extremely important","Extremely important","Less important"," ","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Somewhat important","Important","Extremely important"," ","0","0","0","Biochemistry, Genetics, Molecular Biology","Biological Sciences","Business","0","0","0","0","0","0","0","0","0","Environmental Sciences","0","Immunology and Microbiology","0","0","0","0","0","0","Pharmacology and Toxicology","0","Psychology","0","0","0","0"," ","Researcher"," ","0-5","Malaysia","University or college"," ","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
2563,"Data from articles, published studies","Observational or empirical","0","0","0","0"," ","0","0","0","Verify own data","0","0","Teaching","0","0","Identify trends or make predictions","0","0","0","0"," ","Yes","I used the Pubmed database.","I find it myself","0","0","0","0"," ","Occasionally","Often","Never","Occasionally","Often","Never","Occasionally","Often","Occasionally","Never","Occasionally"," ","With goal of finding data","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Occasionally","Never","Occasionally","Conversations with personal networks","0","0","0","0","0","Contacting data creator","New collaborations with data creators","Attending conferences","0","0","0","0","0","Disciplinary mailing list or forum","Sometimes"," ","Sometimes challenging","0","0","Data are in many different places","0","0","0","0"," ","Important","Important","Important","Important","Important","Important","Somewhat important","Somewhat important","Somewhat important","Important","Important","Important","Important"," ","Important","Important","Important","Important","Important"," ","Important","Important","Important","Important","Important","Somewhat important","Important"," ","Extremely important","Important","Important","Important","Important","Important","Important","Somewhat important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Medicine","0","0","0","0","0","0","0","0","0","0"," ","Other","teacher","31+","Poland","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Yes"
2963,"data from clinical trial studies","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","0","0","0","0","Prepare for new project or proposal","Experiment with new methods or techniques","0","0","0","Integrate with other data to create new dataset","0"," ","No","Not asked","I find it myself","0","0","0","0"," ","Occasionally","Often","Occasionally","Occasionally","Often","Never","Occasionally","Occasionally","Often","Never","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","0","0","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","Disciplinary mailing list or forum","0","0","0","Attending conferences","0","No","Not asked","Sometimes challenging","0","Don't know where or how to look for data","Data are in many different places","Data are not digital","0","0","0"," ","Extremely important","Important","Somewhat important","Somewhat important","Somewhat important","Somewhat important","Important","Important","Somewhat important","Somewhat important","Important","Somewhat important","Important"," ","Important","Important","Important","Somewhat important","Important"," ","Important","Important","Important","Important","Important","Somewhat important","Important"," ","Important","Less important","Important","Important","Somewhat important","Important","Important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Psychology","0","0","0","0"," ","Researcher"," ","6-15","Iran (Islamic Republic of)","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
1469," ","0","0","0","0","Other","Clinical studies","Basis for new study","Calibrate instruments or models","0","0","0","Generate new ideas","0","Prepare for new project or proposal","0","0","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","0","0"," ","Yes","because the connection of knowledge","I find it myself","0","0","0","0"," ","Often","Often","Occasionally","Occasionally","Often","Never","Occasionally","Often","Occasionally","Never","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","0","0","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","0","0","0","0","0","Yes"," ","Easy","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Extremely important","Important","Important","Somewhat important","Important","Important","Extremely important","Important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important"," ","Important","Important","Important","Somewhat important","Important"," ","Somewhat important","Important","Important","Important","Important","Extremely important","Somewhat important"," ","Important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","Dentistry","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","31+","Colombia","Research institution"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
2245," ","Observational or empirical","0","0","0","Other","I do not need secondary data","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","No","Not asked","0","0","0","0","Other","me with my reserach assistants","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","_________","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Not asked","Never","Never","Never","Never","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No","Not asked","Difficult","0","0","0","0","0","0","Other","I can not trust others' data","Extremely important","Extremely important","Important","Less important","Somewhat important","Important","Important","Important","Important","Important","Important","Important","Extremely important","----","Somewhat important","Important","Somewhat important","Somewhat important","Somewhat important","_________","Important","Important","Somewhat important","Important","Important","Extremely important","Less important","___________","Important","Important","Important","Important","Somewhat important","Important","Somewhat important","Important","Important","__________","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Other","psycholinguistics","Other","faculty member of University","6-15","Iran (Islamic Republic of)","University or college"," ","Data sharing is somewhat encouraged","Data sharing is strongly discouraged","Data sharing is strongly discouraged","Don't know/ Not applicable","Data reusing is somewhat discouraged","Data reusing is somewhat discouraged","Data reusing is somewhat discouraged","Don't know/ Not applicable","Yes"
3100,"Previous research","Observational or empirical","0","0","0","0"," ","0","0","0","Verify own data","0","Generate new ideas","0","Prepare for new project or proposal","0","0","0","0","0","0"," ","No","Not asked","I find it myself","0","0","0","0"," ","Occasionally","Occasionally","Occasionally","Occasionally","Often","Never","Occasionally","Occasionally","Occasionally","Occasionally","Often"," ","With goal of finding data","0","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","0","Contacting data creator","New collaborations with data creators","0","Disciplinary mailing list or forum","0","0","0","0","0","Conversations with personal networks","0","0","Attending conferences","0","No","Not asked","Sometimes challenging","Data are not accessible","0","Data are in many different places","Data are not digital","Online tools are inadequate","0","0"," ","Extremely important","Extremely important","Important","Less important","Important","Important","Important","Important","Important","Important","Important","Important","Important"," ","Important","Somewhat important","Less important","Less important","Somewhat important"," ","Somewhat important","Important","Important","Extremely important","Important","Important","Less important"," ","Extremely important","Important","Important","Important","Important","Important","Somewhat important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Medicine","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","6-15","United Kingdom","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Yes"
1482,"Hospital characteristics, cost, staffing,  Patient health record data - demographics, disease states, length of stay in hospital, adverse events, costs, outcomes, sites of care in the hospital and after discharge","0","0","0","Derived or compiled","0"," ","Basis for new study","0","Benchmarking","0","0","0","0","Prepare for new project or proposal","0","Identify trends or make predictions","0","0","Integrate with other data to create new dataset","0"," ","Yes","Reading research publications or hearing research presentations and noting the sources of data used by the investigators.","I find it myself","0","0","Someone in personal network","0"," ","Occasionally","Often","Occasionally","Occasionally","Often","Never","Occasionally","Often","Never","Never","Often"," ","0","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Occasionally","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","0","Contacting data creator","0","0","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","New collaborations with data creators","0","0","Sometimes","Search broadly for literature but more focused for data.","Difficult","Data are not accessible","0","Data are in many different places","Data are not digital","0","Don't have necessary personal network","0"," ","Important","Somewhat important","Somewhat important","Less important","Somewhat important","Important","Less important","Less important","Important","Extremely important","Important","Extremely important","Extremely important","Cost of data, whether or not it is requires extensive contracts etc","Extremely important","Extremely important","Important","Somewhat important","Extremely important","Constantly assessing the accuracy and reliability even after exploratory analysis","Extremely important","Important","Important","Important","Extremely important","Extremely important","Somewhat important"," ","Extremely important","Somewhat important","Somewhat important","Extremely important","Important","Somewhat important","Important","Extremely important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Health Professions","0","0","0","0","0","0","Nursing","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","United States Minor Outlying Islands","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
495,"The need for secondary data is for checking models or experimental measurements. Sometimes both data are created by myself, other time one of the two sets (experimental or simulated data) is created and the secondary data are needed for gaining confidence on the models","0","Experimental","Simulation","0","0"," ","0","Calibrate instruments or models","Benchmarking","Verify own data","0","0","Teaching","Prepare for new project or proposal","0","0","0","0","0","0"," ","No","Not asked","I find it myself","Graduate student","0","Someone in personal network","0"," ","Occasionally","Occasionally","Often","Occasionally","Often","Never","Often","Never","Never","Never","Never","Usually internet is more than enough","With goal of finding data","0","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Never","0","0","0","0","0","0","0","0","0","0","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","Sometimes","Trying to make simple experiment to see if main findings may show up","Sometimes challenging","Data are not accessible","0","Data are in many different places","0","0","0","0"," ","Important","Important","Somewhat important","Somewhat important","Important","Somewhat important","Important","Important","Extremely important","Somewhat important","Important","Important","Important"," ","Important","Important","Somewhat important","Somewhat important","Important"," ","Somewhat important","Important","Somewhat important","Important","Important","Important","Less important"," ","Important","Important","Important","Somewhat important","Important","Important","Somewhat important","Somewhat important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Engineering and Technology","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","6-15","Italy","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
2210,"Treatment results, disease statistics","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","Verify own data","0","Generate new ideas","0","0","0","0","0","Make summarizations, visualizations or analysis tools","0","0"," ","No","Not asked","I find it myself","0","0","0","0"," ","Often","Often","Occasionally","Occasionally","Often","Occasionally","Often","Often","Occasionally","Never","Occasionally"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Occasionally","Conversations with personal networks","0","New collaborations with data creators","Attending conferences","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","0","No","Not asked","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","Data are in many different places","0","0","0","0"," ","Extremely important","Important","Important","Somewhat important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important"," ","Important","Important","Somewhat important","Less important","Important"," ","Important","Extremely important","Extremely important","Extremely important","Extremely important","Important","Somewhat important"," ","Extremely important","Important","Extremely important","Extremely important","Extremely important","Extremely important","Important","Important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Medicine","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","Spain","Other","Public hospital","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is strongly encouraged","Yes"
3168,"National (UK or English) data collected by: 1. The Office for National Statistics, concerning population demographics or deprivation.   2. NHS Digital, concerning activity levels for social care (numbers of social care service users of different groups); social care outcomes; adult safeguarding enquiries  and outcomes 3. Skills for care: Workforce data - numbers of workers in different social care fields or different employers or employment arrangements; Organisational contexts.","0","0","0","0","0"," ","Basis for new study","0","0","0","0","Generate new ideas","0","Prepare for new project or proposal","0","0","0","0","0","0"," ","No","Not asked","I find it myself","0","0","0","0"," ","Never","Occasionally","Often","Occasionally","Often","Never","Often","Occasionally","Never","Never","Never"," ","0","Serendipitously, while reading or searching for literature","0","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Never","Conversations with personal networks","0","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","Disciplinary mailing list or forum","Conversations with personal networks","0","0","0","0","Yes","I consult the websites of the various organisations I know collate data, such as the UK Office for National Statistics, rather than search with search engines or using databases","Difficult","0","Don't know where or how to look for data","Data are in many different places","0","Online tools are inadequate","0","0"," ","Somewhat important","Extremely important","Important","Not important","Extremely important","Extremely important","Extremely important","Extremely important","Somewhat important","Extremely important","Extremely important","Extremely important","Extremely important"," ","Important","Extremely important","Important","Important","Extremely important"," ","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Extremely important","Not important"," ","Extremely important","Extremely important","Extremely important","Extremely important","Important","Somewhat important","Extremely important","Extremely important","Extremely important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","16-30","United Kingdom","University or college"," ","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is neither encouraged nor discouraged","No"
1346,"Bibliografy, other investigatores...","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","0","0","0","Teaching","Prepare for new project or proposal","0","0","0","Make summarizations, visualizations or analysis tools","0","0"," ","Yes","Internet","I find it myself","0","0","0","0"," ","Often","Often","Often","Never","Often","Occasionally","Occasionally","Often","Often","Occasionally","Occasionally"," ","0","Serendipitously, while reading or searching for literature","0","Extract data directly from literature, tables or graphs","0"," ","Sometime successful, sometimes not","Often","Occasionally","Occasionally","Often","0","0","0","0","Disciplinary mailing list or forum","0","Contacting data creator","0","Attending conferences","0","Conversations with personal networks","0","0","0","0","Sometimes","Because somo journal haven,t open acces","Difficult","0","0","0","Data are not digital","0","0","0"," ","Important","Somewhat important","Important","Somewhat important","Important","Important","Less important","Somewhat important","Extremely important","Somewhat important","Important","Extremely important","Important"," ","Extremely important","Extremely important","Extremely important","Important","Extremely important"," ","Important","Important","Important","Important","Important","Important","Important"," ","Somewhat important","Somewhat important","Less important","Important","Extremely important","Important","Extremely important","Important","Extremely important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Social Science","0","0","0"," ","Researcher"," ","6-15","Spain","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is strongly encouraged","Data sharing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
1407," ","Observational or empirical","Experimental","Simulation","0","0"," ","Basis for new study","Calibrate instruments or models","0","0","Model, algorithm or system inputs","0","Teaching","Prepare for new project or proposal","0","Identify trends or make predictions","Compare multiple datasets to find patterns","Make summarizations, visualizations or analysis tools","Integrate with other data to create new dataset","0"," ","Yes"," ","0","Graduate student","0","Someone in personal network","0"," ","Often","Often","Occasionally","Often","Never","Never","Never","Often","Never","Never","Often"," ","Not asked","Not asked","Not asked","Not asked","Not asked"," ","Not asked","Occasionally","Never","Never","Occasionally","Conversations with personal networks","Contacting data creator","0","Attending conferences","Disciplinary mailing list or forum","Conversations with personal networks","Contacting data creator","0","0","0","Conversations with personal networks","Contacting data creator","New collaborations with data creators","Attending conferences","0","Yes"," ","Sometimes challenging","Data are not accessible","Don't know where or how to look for data","0","Data are not digital","0","Don't have necessary personal network","0"," ","Extremely important","Important","Extremely important","Less important","Important","Somewhat important","Less important","Important","Extremely important","Extremely important","Somewhat important","Extremely important","Extremely important"," ","Extremely important","Extremely important","Important","Extremely important","Extremely important"," ","Less important","Extremely important","Extremely important","Extremely important","Somewhat important","Important","Less important"," ","Somewhat important","Somewhat important","Somewhat important","Extremely important","Extremely important","Important","Extremely important","Extremely important","Extremely important"," ","Agriculture","0","0","0","Biological Sciences","0","0","0","0","Decision Sciences","0","0","0","0","0","Environmental Sciences","0","0","0","Mathematics","0","Multidisciplinary","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","Hungary","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is strongly encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
1665,"webcorpus","Observational or empirical","0","0","0","0"," ","Basis for new study","Calibrate instruments or models","0","0","0","Generate new ideas","0","0","0","Identify trends or make predictions","0","0","0","0"," ","Yes","Internet/ conferences","I find it myself","Graduate student","0","Someone in personal network","0"," ","Often","Occasionally","Occasionally","Occasionally","Occasionally","Never","Occasionally","Occasionally","Occasionally","Occasionally","Never"," ","With goal of finding data","Serendipitously, while reading or searching for literature","Follow citations to data","0","0"," ","Sometime successful, sometimes not","Occasionally","Occasionally","Occasionally","Often","Conversations with personal networks","0","0","Attending conferences","0","0","Contacting data creator","New collaborations with data creators","0","Disciplinary mailing list or forum","0","0","0","0","0","Sometimes","conversation with colleagues, conferences","Sometimes challenging","Data are not accessible","0","0","Data are not digital","Online tools are inadequate","0","0"," ","Extremely important","Extremely important","Important","Less important","Less important","Important","Important","Extremely important","Important","Important","Extremely important","Important","Important"," ","Less important","Somewhat important","Less important","Important","Important"," ","Important","Less important","Less important","Important","Less important","Less important","Not important"," ","Extremely important","Somewhat important","Important","Important","Less important","Important","Less important","Somewhat important","Important"," ","0","Arts and Humanities","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Other","Linguistics","Researcher"," ","6-15","Spain","University or college"," ","Data sharing is strongly encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data reusing is strongly encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Yes"
1619,"national health statistics or other large surveys of social and medical issues","Observational or empirical","0","0","0","0"," ","Basis for new study","0","0","0","0","Generate new ideas","0","Prepare for new project or proposal","0","0","0","0","Integrate with other data to create new dataset","0"," ","Yes","searching online","I find it myself","0","0","Someone in personal network","0"," ","Never","Occasionally","Occasionally","Occasionally","Often","Never","Often","Occasionally","Occasionally","Never","Occasionally"," ","With goal of finding data","0","Follow citations to data","0","0"," ","Successful","Occasionally","Never","Never","Occasionally","Conversations with personal networks","0","0","Attending conferences","0","0","Contacting data creator","0","0","0","0","0","0","0","0","Sometimes","I would use general search online, rather than pubmed etc","Sometimes challenging","0","Don't know where or how to look for data","Data are in many different places","0","0","0","0"," ","Extremely important","Important","Somewhat important","Not important","Important","Important","Somewhat important","Somewhat important","Somewhat important","Important","Somewhat important","Less important","Somewhat important"," ","Somewhat important","Important","Somewhat important","Less important","Somewhat important"," ","Somewhat important","Important","Somewhat important","Extremely important","Important","Less important","Not important"," ","Extremely important","Less important","Somewhat important","Important","Important","Somewhat important","Somewhat important","Somewhat important","Important"," ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Health Professions","0","0","0","Medicine","0","0","0","0","0","0","0","0","0","0"," ","Researcher"," ","16-30","Slovakia","University or college"," ","Data sharing is somewhat encouraged","Data sharing is somewhat encouraged","Data sharing is neither encouraged nor discouraged","Data sharing is neither encouraged nor discouraged","Data reusing is somewhat encouraged","Data reusing is somewhat encouraged","Data reusing is neither encouraged nor discouraged","Data reusing is neither encouraged nor discouraged","Yes"
